Paper Title,Hallmark,Score,Is_Aging_Related
"Glycyrrhetinic acid suppressed hmgb1 release by up-regulation of Sirt6 in nasal inflammation.","chronic inflammation",0.5984118580818176,Yes
"Glycyrrhetinic acid suppressed hmgb1 release by up-regulation of Sirt6 in nasal inflammation.","epigenetic alterations",0.533427357673645,Yes
"MicroRNA-186 suppresses lung cancer progression by targeting SIRT6","None",0,No
"MicroRNA‐351‐5p aggravates intestinal ischaemia/reperfusion injury through the targeting of MAPK13 and Sirtuin‐6","epigenetic alterations",0.6667262315750122,Yes
"MicroRNA‐351‐5p aggravates intestinal ischaemia/reperfusion injury through the targeting of MAPK13 and Sirtuin‐6","mitochondrial dysfunction",0.4745008647441864,Yes
"Sirt6 deletion in bone marrow-derived cells increases atherosclerosis – Central role of macrophage scavenger receptor 1","None",0,No
"Discovery of Potent Small-Molecule SIRT6 Activators: Structure–Activity Relationship and Anti-Pancreatic Ductal Adenocarcinoma Activity","epigenetic alterations",0.5233867764472961,Yes
"Roles of SIRT6 in kidney disease: a novel therapeutic target","epigenetic alterations",1.484663188457489,Yes
"Roles of SIRT6 in kidney disease: a novel therapeutic target","chronic inflammation",0.4990272521972656,Yes
"Roles of SIRT6 in kidney disease: a novel therapeutic target","mitochondrial dysfunction",0.44671720266342163,Yes
"The identification of a novel SIRT6 modulator from Trigonella foenum-graecum using ligand fishing with protein coated magnetic beads","None",0,No
"Light–dark condition regulates sirtuin mRNA levels in the retina","epigenetic alterations",0.8441595435142517,Yes
"Inhibition of SIRT6 potentiates the anti-tumor effect of doxorubicin through suppression of the DNA damage repair pathway in osteosarcoma","genome instability",1.5977790355682373,Yes
"Inhibition of SIRT6 potentiates the anti-tumor effect of doxorubicin through suppression of the DNA damage repair pathway in osteosarcoma","epigenetic alterations",0.5003031492233276,Yes
"MicroRNA-338-3p as a novel therapeutic target for intervertebral disc degeneration","None",0,No
"Sirtuins and their influence on autophagy","disabled macroautophagy",0.9574158191680908,Yes
"Sirtuins and their influence on autophagy","epigenetic alterations",0.911626935005188,Yes
"MitoQ alleviates hippocampal damage after cerebral ischemia: The potential role of SIRT6 in regulating mitochondrial dysfunction and neuroinflammation","mitochondrial dysfunction",0.633674144744873,Yes
"MitoQ alleviates hippocampal damage after cerebral ischemia: The potential role of SIRT6 in regulating mitochondrial dysfunction and neuroinflammation","chronic inflammation",0.18992263078689575,Yes
"Epithelial SIRT6 governs IL-17A pathogenicity and drives allergic airway inflammation and remodeling","epigenetic alterations",2.6725827157497406,Yes
"Epithelial SIRT6 governs IL-17A pathogenicity and drives allergic airway inflammation and remodeling","chronic inflammation",0.7189249992370605,Yes
"Sirtuins mediate mitochondrial quality control mechanisms: a novel therapeutic target for osteoporosis","disabled macroautophagy",1.2938863039016724,Yes
"Sirtuins mediate mitochondrial quality control mechanisms: a novel therapeutic target for osteoporosis","epigenetic alterations",2.0590803921222687,Yes
"Putative tumor suppression function of SIRT6 in endometrial cancer","epigenetic alterations",1.494221270084381,Yes
"Mammalian target of rapamycin complex 2 (mTORC2) controls glycolytic gene expression by regulating Histone H3 Lysine 56 acetylation","None",0,No
"SIRT6 Is a Target of Regulation by UBE3A That Contributes to Liver Tumorigenesis in an ANXA2-Dependent Manner","epigenetic alterations",1.6233277916908264,Yes
"SIRT6 Is a Target of Regulation by UBE3A That Contributes to Liver Tumorigenesis in an ANXA2-Dependent Manner","loss of proteostasis",0.25870513916015625,Yes
"SIRT6 inhibits colorectal cancer stem cell proliferation by targeting CDC25A","epigenetic alterations",1.1997690200805664,Yes
"SIRT6 inhibits colorectal cancer stem cell proliferation by targeting CDC25A","stem cell exhaustion",0.44471055269241333,Yes
"Long‐term repopulation of aged bone marrow stem cells using young Sca‐1 cells promotes aged heart rejuvenation","stem cell exhaustion",0.7363411784172058,Yes
"Long‐term repopulation of aged bone marrow stem cells using young Sca‐1 cells promotes aged heart rejuvenation","telomere attrition",0.640973687171936,Yes
"Long‐term repopulation of aged bone marrow stem cells using young Sca‐1 cells promotes aged heart rejuvenation","chronic inflammation",0.1354433298110962,Yes
"Sirtuin 6 attenuates epithelial–mesenchymal transition by suppressing the TGF-β1/Smad3 pathway and c-Jun in asthma models","epigenetic alterations",0.683547168970108,Yes
"Daphnetin Attenuated Cisplatin-Induced Acute Nephrotoxicity With Enhancing Antitumor Activity of Cisplatin by Upregulating SIRT1/SIRT6-Nrf2 Pathway","mitochondrial dysfunction",0.7653526067733765,Yes
"Daphnetin Attenuated Cisplatin-Induced Acute Nephrotoxicity With Enhancing Antitumor Activity of Cisplatin by Upregulating SIRT1/SIRT6-Nrf2 Pathway","chronic inflammation",0.5011081695556641,Yes
"Lycorine hydrochloride suppresses stress‐induced premature cellular senescence by stabilizing the genome of human cells","cellular senescence",0.7248818874359131,Yes
"Inhibition of cell invasion and migration by targeting matrix metalloproteinase-9 expression via sirtuin 6 silencing in human breast cancer cells","epigenetic alterations",0.5276963710784912,Yes
"SIRT6 Prevents Glucocorticoid‐Induced Osteonecrosis of the Femoral Head in Rats","None",0,No
"Deubiquitinase Ubiquitin‐Specific Protease 10 Deficiency Regulates Sirt6 signaling and Exacerbates Cardiac Hypertrophy","loss of proteostasis",0.6564173698425293,Yes
"Paternal heat exposure causes<scp>DNA</scp>methylation and gene expression changes of<i>Stat3</i>in Wild guinea pig sons","epigenetic alterations",1.9676095247268677,Yes
"SIRT6 promotes osteogenic differentiation of mesenchymal stem cells through BMP signaling","epigenetic alterations",1.0557422637939453,Yes
"SIRT6 promotes osteogenic differentiation of mesenchymal stem cells through BMP signaling","stem cell exhaustion",0.4705743193626404,Yes
"Metabolic Reprogramming by 3-Iodothyronamine (T1AM): A New Perspective to Reverse Obesity through Co-Regulation of Sirtuin 4 and 6 Expression","epigenetic alterations",0.6642593741416931,Yes
"Metabolic Reprogramming by 3-Iodothyronamine (T1AM): A New Perspective to Reverse Obesity through Co-Regulation of Sirtuin 4 and 6 Expression","deregulated nutrient sensing",0.28431186079978943,Yes
"PKCζ Phosphorylates SIRT6 to Mediate Fatty Acid β-Oxidation in Colon Cancer Cells","None",0,No
"SIRT6 Suppresses NFATc4 Expression and Activation in Cardiomyocyte Hypertrophy","epigenetic alterations",2.2816877365112305,Yes
"The protective effect of hydroxytyrosol acetate against inflammation of vascular endothelial cells partly through the SIRT6-mediated PKM2 signaling pathway","chronic inflammation",0.716593325138092,Yes
"The protective effect of hydroxytyrosol acetate against inflammation of vascular endothelial cells partly through the SIRT6-mediated PKM2 signaling pathway","epigenetic alterations",0.488545298576355,Yes
"The protective effect of hydroxytyrosol acetate against inflammation of vascular endothelial cells partly through the SIRT6-mediated PKM2 signaling pathway","deregulated nutrient sensing",0.21472051739692688,Yes
"Nucleus distribution of cathepsin B in senescent microglia promotes brain aging through degradation of sirtuins","disabled macroautophagy",0.5889787077903748,Yes
"Nucleus distribution of cathepsin B in senescent microglia promotes brain aging through degradation of sirtuins","chronic inflammation",0.34112173318862915,Yes
"Sirt6 protects cardiomyocytes against doxorubicin-induced cardiotoxicity by inhibiting P53/Fas-dependent cell death and augmenting endogenous antioxidant defense mechanisms","mitochondrial dysfunction",0.7253998517990112,Yes
"Sirt6 protects cardiomyocytes against doxorubicin-induced cardiotoxicity by inhibiting P53/Fas-dependent cell death and augmenting endogenous antioxidant defense mechanisms","epigenetic alterations",1.7969116568565369,Yes
"Deacetylation of Ku70 by SIRT6 attenuates Bax-mediated apoptosis in hepatocellular carcinoma","epigenetic alterations",2.125797063112259,Yes
"Deacetylation of Ku70 by SIRT6 attenuates Bax-mediated apoptosis in hepatocellular carcinoma","genome instability",0.07385662198066711,Yes
"Luteolin suppresses TNF‑α‑induced inflammatory injury and senescence of nucleus pulposus cells via the Sirt6/NF‑κB pathway","None",0,No
"The histone deacetylase SIRT6 promotes glycolysis through the HIF-1α/HK2 signaling axis and induces erlotinib resistance in non-small cell lung cancer","epigenetic alterations",0.6189141869544983,Yes
"SIRT6 is an epigenetic repressor of thoracic aortic aneurysms via inhibiting inflammation and senescence","epigenetic alterations",1.8548373878002167,Yes
"SIRT6 is an epigenetic repressor of thoracic aortic aneurysms via inhibiting inflammation and senescence","chronic inflammation",0.7238092422485352,Yes
"SIRT6 is an epigenetic repressor of thoracic aortic aneurysms via inhibiting inflammation and senescence","cellular senescence",0.6954487562179565,Yes
"SIRT6 is an epigenetic repressor of thoracic aortic aneurysms via inhibiting inflammation and senescence","mitochondrial dysfunction",0.4147687554359436,Yes
"Targeting sirtuins for cancer therapy: epigenetics modifications and beyond","epigenetic alterations",0.9637638628482819,Yes
"Coupling circadian rhythms of metabolism and chromatin remodelling","epigenetic alterations",2.670413076877594,Yes
"Sublethal responses to ammonia exposure in the endangered delta smelt; Hypomesus transpacificus (Fam. Osmeridae)","None",0,No
"Sirt6 regulates dendritic cell differentiation, maturation, and function","None",0,No
"SIRT6 polymorphism rs117385980 is associated with longevity and healthy aging in Finnish men","epigenetic alterations",0.46754470467567444,Yes
"Association of sirtuins with clinicopathological parameters and overall survival in gastric cancer","epigenetic alterations",3.0947078466415405,Yes
"Roles of Nmnat1 in the survival of retinal progenitors through the regulation of pro-apoptotic gene expression via histone acetylation","epigenetic alterations",0.930040717124939,Yes
"SIRT6 as a potential target for treating insulin resistance","deregulated nutrient sensing",0.5454656481742859,Yes
"Effects of Piceatannol and Resveratrol on Sirtuins and Hepatic Inflammation in High-Fat Diet-Fed Mice","mitochondrial dysfunction",0.5599744319915771,Yes
"Effects of Piceatannol and Resveratrol on Sirtuins and Hepatic Inflammation in High-Fat Diet-Fed Mice","chronic inflammation",0.5308682918548584,Yes
"Effects of Piceatannol and Resveratrol on Sirtuins and Hepatic Inflammation in High-Fat Diet-Fed Mice","deregulated nutrient sensing",0.42101797461509705,Yes
"The SIRT6-Autophagy-Warburg Effect Axis in Papillary Thyroid Cancer","disabled macroautophagy",0.7761437892913818,Yes
"The SIRT6-Autophagy-Warburg Effect Axis in Papillary Thyroid Cancer","deregulated nutrient sensing",0.0,Yes
"Gene Expression Profiling of Multiple Histone Deacetylases (HDAC) and Its Correlation with NRF2-Mediated Redox Regulation in the Pathogenesis of Diabetic Foot Ulcers","epigenetic alterations",2.1411527693271637,Yes
"Gene Expression Profiling of Multiple Histone Deacetylases (HDAC) and Its Correlation with NRF2-Mediated Redox Regulation in the Pathogenesis of Diabetic Foot Ulcers","chronic inflammation",0.49101996421813965,Yes
"Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition","genome instability",1.1959648430347443,Yes
"Sirtuin 6 regulates macrophage polarization to alleviate sepsis-induced acute respiratory distress syndrome via dual mechanisms dependent on and independent of autophagy","disabled macroautophagy",0.7684383392333984,Yes
"Sirtuin 6 regulates macrophage polarization to alleviate sepsis-induced acute respiratory distress syndrome via dual mechanisms dependent on and independent of autophagy","epigenetic alterations",0.49740907549858093,Yes
"Pharmacophore model of the quercetin binding site of the SIRT6 protein","None",0,No
"Overexpression of Sirt6 is a novel biomarker of malignant human colon carcinoma","epigenetic alterations",0.5542265176773071,Yes
"Molecular docking analysis of candidate compounds derived from medicinal plants with type 2 diabetes mellitus targets","None",0,No
"SIRT6 cooperates with SIRT5 to regulate bovine preadipocyte differentiation and lipid metabolism via the AMPKα signaling pathway","deregulated nutrient sensing",0.5401396751403809,Yes
"LncRNA SNHG12 alleviates hypertensive vascular endothelial injury through miR-25-3p/SIRT6 pathway","None",0,No
"The selective degradation of sirtuins via macroautophagy in the MPP+ model of Parkinson’s disease is promoted by conserved oxidation sites","disabled macroautophagy",0.7720078825950623,Yes
"Identification of TRA2B-DNAH5 fusion as a novel oncogenic driver in human lung squamous cell carcinoma","None",0,No
"Pivotal role of Sirt6 in the crosstalk among ageing, metabolic syndrome and osteoarthritis","epigenetic alterations",1.1106595396995544,Yes
"Pivotal role of Sirt6 in the crosstalk among ageing, metabolic syndrome and osteoarthritis","chronic inflammation",0.6163609623908997,Yes
"Pivotal role of Sirt6 in the crosstalk among ageing, metabolic syndrome and osteoarthritis","cellular senescence",0.5879493355751038,Yes
"Investigate correlation between mechanical property and aging biomarker in passaged human dermal fibroblasts","intercellular communication",0.7935636043548584,Yes
"Over Expression of Wild Type or a Catalytically Dead Mutant of SIRTUIN 6 Does Not Influence NFκB Responses","epigenetic alterations",4.434840619564056,Yes
"Over Expression of Wild Type or a Catalytically Dead Mutant of SIRTUIN 6 Does Not Influence NFκB Responses","chronic inflammation",0.5251714587211609,Yes
"SIRT6/NF-κB signaling axis in ginsenoside Rg1-delayed hematopoietic stem/progenitor cell senescence.","cellular senescence",0.8214266300201416,Yes
"SIRT6/NF-κB signaling axis in ginsenoside Rg1-delayed hematopoietic stem/progenitor cell senescence.","stem cell exhaustion",1.2450522184371948,Yes
"MYC upregulated LINC00319 promotes human acute myeloid leukemia (AML) cells growth through stabilizing SIRT6","None",0,No
"Sirtuins’ Deregulation in Bladder Cancer: SIRT7 Is Implicated in Tumor Progression through Epithelial to Mesenchymal Transition Promotion","epigenetic alterations",1.293090432882309,Yes
"Effects of galloflavin and ellagic acid on sirtuin 6 and its anti-tumorigenic activities","epigenetic alterations",2.1747941374778748,Yes
"SIRT6‑specific inhibitor OSS‑128167 exacerbates diabetic cardiomyopathy by aggravating inflammation and oxidative stress","mitochondrial dysfunction",0.7561086416244507,Yes
"SIRT6‑specific inhibitor OSS‑128167 exacerbates diabetic cardiomyopathy by aggravating inflammation and oxidative stress","epigenetic alterations",0.6674988865852356,Yes
"SIRT6‑specific inhibitor OSS‑128167 exacerbates diabetic cardiomyopathy by aggravating inflammation and oxidative stress","chronic inflammation",0.5187587738037109,Yes
"Loss of Vascular Endothelial Growth Factor A (VEGFA) Isoforms in Granulosa Cells Using pDmrt-1-Cre or Amhr2-Cre Reduces Fertility by Arresting Follicular Development and by Reducing Litter Size in Female Mice","None",0,No
"Differential effects of binge methamphetamine injections on the mRNA expression of histone deacetylases (HDACs) in the rat striatum","epigenetic alterations",1.4771209061145782,Yes
"The NAD+-dependent deacetylase, Bifidobacterium longum Sir2 in response to oxidative stress by deacetylating SigH (σH) and FOXO3a in Bifidobacterium longum and HEK293T cell respectively","epigenetic alterations",1.9483180344104767,Yes
"The NAD+-dependent deacetylase, Bifidobacterium longum Sir2 in response to oxidative stress by deacetylating SigH (σH) and FOXO3a in Bifidobacterium longum and HEK293T cell respectively","mitochondrial dysfunction",1.1196420788764954,Yes
"SIRT6 Acts as a Negative Regulator in Dengue Virus-Induced Inflammatory Response by Targeting the DNA Binding Domain of NF-κB p65","epigenetic alterations",0.4549521803855896,Yes
"SIRT6 Acts as a Negative Regulator in Dengue Virus-Induced Inflammatory Response by Targeting the DNA Binding Domain of NF-κB p65","chronic inflammation",0.8095613420009613,Yes
"Upregulating sirtuin 6 ameliorates glycolysis, EMT and distant metastasis of pancreatic adenocarcinoma with krüppel-like factor 10 deficiency","epigenetic alterations",1.0693596005439758,Yes
"Upregulating sirtuin 6 ameliorates glycolysis, EMT and distant metastasis of pancreatic adenocarcinoma with krüppel-like factor 10 deficiency","deregulated nutrient sensing",0.11014741659164429,Yes
"SIRT6 in Vascular Diseases, from Bench to Bedside","epigenetic alterations",3.8568961918354034,Yes
"Buffalo Milk Whey Activates Necroptosis and Apoptosis in a Xenograft Model of Colorectal Cancer","None",0,No
"Decreased Enterobacteriaceae translocation due to gut microbiota remodeling mediates the alleviation of premature aging by a high‐fat diet","dysbiosis",1.5355387330055237,Yes
"Decreased Enterobacteriaceae translocation due to gut microbiota remodeling mediates the alleviation of premature aging by a high‐fat diet","cellular senescence",0.561159610748291,Yes
"Decreased Enterobacteriaceae translocation due to gut microbiota remodeling mediates the alleviation of premature aging by a high‐fat diet","chronic inflammation",0.42208051681518555,Yes
"AG-690/11026014, a novel PARP-1 inhibitor, protects cardiomyocytes from AngII-induced hypertrophy","epigenetic alterations",0.49111148715019226,Yes
"AG-690/11026014, a novel PARP-1 inhibitor, protects cardiomyocytes from AngII-induced hypertrophy","mitochondrial dysfunction",0.448709100484848,Yes
"Biochemical Characterization of Sirtuin 6 in the Brain and Its Involvement in Oxidative Stress Response","epigenetic alterations",1.3214040398597717,Yes
"Biochemical Characterization of Sirtuin 6 in the Brain and Its Involvement in Oxidative Stress Response","mitochondrial dysfunction",0.4940224289894104,Yes
"Hexokinase 2 and nuclear factor erythroid 2–related factor 2 transcriptionally coactivate xanthine oxidoreductase expression in stressed glioma cells","None",0,No
"Elucidating molecular events underlying topography mediated cardiomyogenesis of stem cells on 3D nanofibrous scaffolds","stem cell exhaustion",0.5947204828262329,Yes
"Sirtuin6 inhibits <i>c</i>‐triggered inflammation through TLR4 abrogation regulated by ROS and TRPV1/CGRP","chronic inflammation",0.6925230026245117,Yes
"Establishment of a SVM classifier to predict recurrence of ovarian cancer","None",0,No
"Fluvastatin activates sirtuin 6 to regulate sterol regulatory element-binding proteins and AMP-activated protein kinase in HepG2 cells","deregulated nutrient sensing",0.7145039439201355,Yes
"Fluvastatin activates sirtuin 6 to regulate sterol regulatory element-binding proteins and AMP-activated protein kinase in HepG2 cells","epigenetic alterations",1.1026185154914856,Yes
"Relationship between senescence in macaques and bone marrow mesenchymal stem cells and the molecular mechanism","cellular senescence",0.7001115083694458,Yes
"Relationship between senescence in macaques and bone marrow mesenchymal stem cells and the molecular mechanism","stem cell exhaustion",0.4795646071434021,Yes
"MiR-128 inhibits the osteogenic differentiation in osteoporosis by down-regulating SIRT6 expression","None",0,No
"FGFR4 Inhibitor BLU9931 Attenuates Pancreatic Cancer Cell Proliferation and Invasion While Inducing Senescence: Evidence for Senolytic Therapy Potential in Pancreatic Cancer","None",0,No
"Alternative Splicing Increases Sirtuin Gene Family Diversity and Modulates Their Subcellular Localization and Function","epigenetic alterations",1.2640303671360016,Yes
"Kaempferol and Apigenin suppresses the stemness properties of TNBC cells by modulating Sirtuins","epigenetic alterations",1.2618483901023865,Yes
"Inhibition of AKT induces p53/SIRT6/PARP1-dependent parthanatos to suppress tumor growth","None",0,No
"Sirtuins in Hematological Aging and Malignancy","epigenetic alterations",1.4812876284122467,Yes
"Sirtuins in Hematological Aging and Malignancy","stem cell exhaustion",0.5718574523925781,Yes
"Sirtuins in Hematological Aging and Malignancy","cellular senescence",0.49433016777038574,Yes
"Sirtuins in Hematological Aging and Malignancy","genome instability",1.1316079795360565,Yes
"Zebrafish as a Model Organism to Evaluate Drugs Potentially Able to Modulate Sirtuin Expression","epigenetic alterations",0.8403074443340302,Yes
"Effects of hyperglycemia and aging on nuclear sirtuins and DNA damage of mouse hepatocytes","epigenetic alterations",4.159461796283722,Yes
"Effects of hyperglycemia and aging on nuclear sirtuins and DNA damage of mouse hepatocytes","genome instability",1.2941455841064453,Yes
"Effects of hyperglycemia and aging on nuclear sirtuins and DNA damage of mouse hepatocytes","deregulated nutrient sensing",0.23927173018455505,Yes
"Tissue-specific gene expression and fasting regulation of sirtuin family in gilthead sea bream (Sparus aurata)","epigenetic alterations",2.4036774039268494,Yes
"Sirtuin4 suppresses the anti‐neuroinflammatory activity of infiltrating regulatory T cells in the traumatically injured spinal cord","deregulated nutrient sensing",0.49303123354911804,Yes
"Sirtuin4 suppresses the anti‐neuroinflammatory activity of infiltrating regulatory T cells in the traumatically injured spinal cord","chronic inflammation",0.39765307307243347,Yes
"Valdecoxib attenuates lipid-induced hepatic steatosis through autophagy-mediated suppression of endoplasmic reticulum stress","loss of proteostasis",0.7507754564285278,Yes
"Valdecoxib attenuates lipid-induced hepatic steatosis through autophagy-mediated suppression of endoplasmic reticulum stress","deregulated nutrient sensing",0.7410444021224976,Yes
"Valdecoxib attenuates lipid-induced hepatic steatosis through autophagy-mediated suppression of endoplasmic reticulum stress","chronic inflammation",0.46071964502334595,Yes
"Valdecoxib attenuates lipid-induced hepatic steatosis through autophagy-mediated suppression of endoplasmic reticulum stress","disabled macroautophagy",0.4603983461856842,Yes
"Sirt6 inhibits vascular endothelial cell pyroptosis by regulation of the Lin28b/let-7 pathway in atherosclerosis","epigenetic alterations",1.0528472363948822,Yes
"Sirt6 inhibits vascular endothelial cell pyroptosis by regulation of the Lin28b/let-7 pathway in atherosclerosis","chronic inflammation",0.6332862377166748,Yes
"Downregulation of <i>SIRT6</i> is associated with poor prognosis in patients with non-small cell lung cancer","epigenetic alterations",1.0920091271400452,Yes
"Evidence for excessive osteoclast activation in SIRT6 null mice","epigenetic alterations",1.0198586285114288,Yes
"Targeting anti‐aging protein sirtuin (Sirt) in the diagnosis of idiopathic pulmonary fibrosis","epigenetic alterations",2.407409906387329,Yes
"Targeting anti‐aging protein sirtuin (Sirt) in the diagnosis of idiopathic pulmonary fibrosis","cellular senescence",0.5903493762016296,Yes
"microRNA-4532 inhibition protects human lens epithelial cells from ultra-violet-induced oxidative injury via activating SIRT6-Nrf2 signaling","epigenetic alterations",0.48783567547798157,Yes
"Sirtuins and SIRT6 in Carcinogenesis and in Diet","epigenetic alterations",1.481787383556366,Yes
"Sirtuins and SIRT6 in Carcinogenesis and in Diet","genome instability",1.5029059052467346,Yes
"Sirtuins and SIRT6 in Carcinogenesis and in Diet","cellular senescence",0.4124807119369507,Yes
"Sirt6 attenuates hypoxia‐induced tubular epithelial cell injury via targeting G2/M phase arrest","epigenetic alterations",1.1072737574577332,Yes
"Sirt6 attenuates hypoxia‐induced tubular epithelial cell injury via targeting G2/M phase arrest","chronic inflammation",0.43974852561950684,Yes
"A high‐fat diet reverses metabolic disorders and premature aging by modulating insulin and IGF1 signaling in SIRT6 knockout mice","epigenetic alterations",1.3855127692222595,Yes
"A high‐fat diet reverses metabolic disorders and premature aging by modulating insulin and IGF1 signaling in SIRT6 knockout mice","deregulated nutrient sensing",0.44643720984458923,Yes
"<scp>MiR</scp>‐370 accelerated cerebral ischemia reperfusion injury via targeting <scp>SIRT6</scp> and regulating Nrf2/<scp>ARE</scp> signal pathway","None",0,No
"Low Glucose–Induced Overexpression of <i>HOXC-AS3</i> Promotes Metabolic Reprogramming of Breast Cancer","None",0,No
"<scp>SIRT6</scp> promotes mitochondrial fission and subsequent cellular invasion in ovarian cancer","epigenetic alterations",1.3802145719528198,Yes
"<scp>SIRT6</scp> promotes mitochondrial fission and subsequent cellular invasion in ovarian cancer","mitochondrial dysfunction",0.42031678557395935,Yes
"Sirt6 deficiency contributes to mitochondrial fission and oxidative damage in podocytes via <scp>ROCK1‐Drp1</scp> signalling pathway","mitochondrial dysfunction",0.2733534574508667,Yes
"Short-term calorie restriction activates SIRT1–4 and -7 in cardiomyocytes in vivo and in vitro","epigenetic alterations",1.9749884605407715,Yes
"Knockdown of SIRT6 Enables Human Bone Marrow Mesenchymal Stem Cell Senescence","cellular senescence",0.7222548723220825,Yes
"Knockdown of SIRT6 Enables Human Bone Marrow Mesenchymal Stem Cell Senescence","epigenetic alterations",0.9510149657726288,Yes
"Knockdown of SIRT6 Enables Human Bone Marrow Mesenchymal Stem Cell Senescence","stem cell exhaustion",0.5039698481559753,Yes
"Oxidative Stress Induced by Excess of Adiposity Is Related to a Downregulation of Hepatic SIRT6 Expression in Obese Individuals","epigenetic alterations",1.754347026348114,Yes
"Oxidative Stress Induced by Excess of Adiposity Is Related to a Downregulation of Hepatic SIRT6 Expression in Obese Individuals","mitochondrial dysfunction",1.2809137403964996,Yes
"Screening Analysis of Sirtuins Family Expression on Anti-Inflammation of Resveratrol in Endothelial Cells","epigenetic alterations",2.564495623111725,Yes
"Screening Analysis of Sirtuins Family Expression on Anti-Inflammation of Resveratrol in Endothelial Cells","chronic inflammation",0.42265450954437256,Yes
"Sitagliptin inhibits vascular inflammation via the SIRT6-dependent signaling pathway","chronic inflammation",0.7284939289093018,Yes
"Sitagliptin inhibits vascular inflammation via the SIRT6-dependent signaling pathway","epigenetic alterations",1.484043687582016,Yes
"The role of Sirt6 in osteoarthritis and its effect on macrophage polarization","chronic inflammation",1.1246853470802307,Yes
"The role of Sirt6 in osteoarthritis and its effect on macrophage polarization","epigenetic alterations",0.6944656372070312,Yes
"The role of Sirt6 in osteoarthritis and its effect on macrophage polarization","intercellular communication",0.25904908776283264,Yes
"ADORA2A-driven proline synthesis triggers epigenetic reprogramming in neuroendocrine prostate and lung cancers","epigenetic alterations",1.0970245003700256,Yes
"Sirtuin-6 Preserves R-spondin-1 Expression and increases Resistance of intestinal Epithelium to injury in Mice","epigenetic alterations",1.0176854729652405,Yes
"Sirtuin-6 Preserves R-spondin-1 Expression and increases Resistance of intestinal Epithelium to injury in Mice","stem cell exhaustion",0.42200446128845215,Yes
"Cysteine thiol oxidation on SIRT2 regulates inflammation in obese mice with sepsis","epigenetic alterations",1.7642936706542969,Yes
"Cysteine thiol oxidation on SIRT2 regulates inflammation in obese mice with sepsis","chronic inflammation",0.8135353326797485,Yes
"Cysteine thiol oxidation on SIRT2 regulates inflammation in obese mice with sepsis","mitochondrial dysfunction",0.47032368183135986,Yes
"Regulation of sirtuin expression in autoimmune neuroinflammation: Induction of SIRT1 in oligodendrocyte progenitor cells","epigenetic alterations",1.8838456571102142,Yes
"Regulation of sirtuin expression in autoimmune neuroinflammation: Induction of SIRT1 in oligodendrocyte progenitor cells","stem cell exhaustion",0.802238255739212,Yes
"The effect of intervertebral disc degenerative change on biological characteristics of nucleus pulposus mesenchymal stem cell: an <i>in vitro</i> study in rats","stem cell exhaustion",0.4232461750507355,Yes
"Granulosa-Lutein Cell Sirtuin Gene Expression Profiles Differ between Normal Donors and Infertile Women","epigenetic alterations",3.497559666633606,Yes
"Downregulation of hippocampal SIRT6 activates AKT/CRMP2 signaling and ameliorates chronic stress-induced depression-like behavior in mice","None",0,No
"Chrysophanol Alleviates Metabolic Syndrome by Activating the SIRT6/AMPK Signaling Pathway in Brown Adipocytes","deregulated nutrient sensing",0.8212941884994507,Yes
"Glycyrrhizin mitigates inflammatory bone loss and promotes expression of senescence-protective sirtuins in an aging mouse model of periprosthetic osteolysis","cellular senescence",0.7070717811584473,Yes
"Glycyrrhizin mitigates inflammatory bone loss and promotes expression of senescence-protective sirtuins in an aging mouse model of periprosthetic osteolysis","chronic inflammation",0.4415298104286194,Yes
"Glycyrrhizin mitigates inflammatory bone loss and promotes expression of senescence-protective sirtuins in an aging mouse model of periprosthetic osteolysis","intercellular communication",0.24247214198112488,Yes
"Gene variants and expression changes of SIRT1 and SIRT6 in peripheral blood are associated with Parkinson’s disease","epigenetic alterations",1.8503080010414124,Yes
"PSC-MSC-Derived Exosomes Protect against Kidney Fibrosis <i>In Vivo</i> and <i>In Vitro</i> through the SIRT6/<i>β</i>-Catenin Signaling Pathway","None",0,No
"MicroRNA-122–5p promotes renal fibrosis and injury in spontaneously hypertensive rats by targeting FOXO3","None",0,No
"Combination of resolvin <scp>E1</scp> and lipoxin <scp>A4</scp> promotes the resolution of pulpitis by inhibiting <scp>NF‐κB</scp> activation through upregulating sirtuin 7 in dental pulp fibroblasts","None",0,No
"MDL‐800, the SIRT6 Activator, Suppresses Inflammation via the NF‐<i>κ</i>B Pathway and Promotes Angiogenesis to Accelerate Cutaneous Wound Healing in Mice","chronic inflammation",1.2920481860637665,Yes
"MDL‐800, the SIRT6 Activator, Suppresses Inflammation via the NF‐<i>κ</i>B Pathway and Promotes Angiogenesis to Accelerate Cutaneous Wound Healing in Mice","epigenetic alterations",1.4589921832084656,Yes
"BMSC-Derived Exosomal Egr2 Ameliorates Ischemic Stroke by Directly Upregulating SIRT6 to Suppress Notch Signaling","epigenetic alterations",0.5943856239318848,Yes
"Serum and follicular fluid levels of sirtuin 1, sirtuin 6, and resveratrol in women undergoing <i>in vitro</i> fertilization: an observational, clinical study","epigenetic alterations",0.706427812576294,Yes
